일련번호,이름,생년월일,나이,성별,주소,우편번호,핸드폰번호,직업,고객등급,relational_duration,recept_balance,permit_new_credit_balance,housing_new_balance,exchange_per_year,remittance_per_quantlie,smart_bank_yn,my_money_yn,income_avg,internet_bank_cnt,internet_bank_balance,apt_yn,commerce_class,etc
R00001630,최조덕,1985-05-12,34,M,서울시 금천구 신길6동,150-056,010-4806-1381,교육서비스업,골드스타,3,3194887,56838131,4600000,0,0,n,n,300000,0,0,n,영업점,NA
R00001631,권앵위,1994-09-13,25,F,서울시 노원구 월계1동,139-051,010-3502-0572,도매및소매업,프리미엄스타,10,759958,91692819,4700000,0,0,y,n,310000,0,0,n,영업점,NA
R00001632,김가세,1977-04-30,42,M,서울시 마포구 공덕동,121-020,010-3552-4382,교육서비스업,프리미엄스타,1,764151,31303731,4800000,0,0,y,n,320000,0,0,n,콜센터,NA
R00001633,이해교,1973-11-04,46,M,서울시 양천구 신정1동,158-071,010-7664-7562,보건업및사회복지서비스업,프리미엄스타,3,839135,5799138,4900000,0,0,n,n,330000,0,0,n,영업점,NA
R00001634,신행녕,1977-09-18,42,F,서울시 동대문구 제기동,130-060,010-8804-6848,건설업,프리미엄스타,3,652297,2231606,5000000,0,0,n,n,340000,0,0,n,영업점,NA
R00001635,이비행,1981-05-23,38,F,서울시 중랑구 묵1동,131-141,010-9744-4771,스포츠및여가관련서비스업,골드스타,15,6000812,1499341,5100000,0,0,n,n,350000,0,0,n,영업점,NA
R00001636,좌실표,1995-10-03,24,M,서울시 강서구 발산1동,157-281,010-6584-8212,제조업,프리미엄스타,8,423311,29953996,45224174,0,0,n,n,360000,0,0,n,pb센터,NA
R00001637,이추종,1967-10-14,52,M,서울시 노원구 중계본동,139-229,010-4488-5515,도매및소매업,골드스타,19,2761530,3543603,5300000,0,0,y,n,370000,0,0,n,pb센터,NA
R00001638,최균익,1967-10-01,52,F,서울시 강동구 명일1동,134-071,010-8781-1519,과학및기술서비스업,프리미엄스타,5,281908,2157097,5400000,0,0,n,n,18374423,0,0,n,영업점,NA
R00001639,성장흠,1955-10-23,64,M,서울시 동대문구 청량리동,130-010,010-3547-3144,제조업,프리미엄스타,1,924080,572736172,5500000,0,0,n,n,380000,25,780000,n,영업점,NA
R00001640,양둘비,1991-12-18,28,F,서울시 서초구 잠원동,137-030,010-1303-5341,제조업,프리미엄스타,2,452611,11626845,65623029,0,0,n,n,37460713,0,0,n,영업점,NA
R00001641,박현현,1988-06-16,31,F,서울시 노원구 상계9동,139-209,010-1537-8386,숙박및음식점업,프리미엄스타,16,631977,2673001,5700000,0,0,n,n,390000,0,0,n,영업점,NA
R00001642,김윤길,1972-09-06,47,F,서울시 송파구 삼전동,138-180,010-9035-8832,방송통신및정보서비스업,프리미엄스타,22,952926,49207928,5800000,0,0,y,n,400000,0,0,n,콜센터,NA
R00001643,황귀남,1971-01-17,48,M,서울시 동작구 노량진1동,156-051,010-5835-2972,국방및사회보장행정,프리미엄스타,2,566242,92284871,5900000,0,0,n,n,410000,0,0,n,pb센터,NA
R00001644,김자서,1984-09-23,35,F,서울시 강서구 가양2동,157-202,010-4363-1542,국방및사회보장행정,프리미엄스타,14,904088,2930467,6000000,0,0,n,n,420000,0,0,n,pb센터,NA
R00001645,허수성,1981-04-05,38,F,서울시 금천구 독산3동,153-013,010-6738-5272,운수업,프리미엄스타,16,294947,40499662,6100000,0,0,n,n,43204341,0,0,n,영업점,NA
R00001646,조녹말,1985-01-02,34,F,서울시 마포구 연남동,121-240,010-3990-6029,교육서비스업,프리미엄스타,3,315512,3559537,6200000,0,0,n,n,10587383,0,0,n,영업점,NA
R00001647,이웅초,1959-11-11,60,M,서울시 송파구 송파2동,138-172,010-7387-4026,제조업,골드스타,6,5747642,33485431,6300000,152800000,0,n,n,430000,0,0,n,영업점,NA
R00001648,강표집,1983-03-26,36,F,서울시 송파구 오륜동,138-151,010-6828-5223,건설업,골드스타,15,9726512,6759412,6400000,0,0,n,n,27979192,27,19692000,n,영업점,NA
R00001649,김위악,1980-01-31,39,M,서울시 구로구 오류1동,152-101,010-8638-6236,사업시설관리및사업지원서비스업,프리미엄스타,11,641955,2647741,6500000,0,0,n,n,16004535,0,0,n,콜센터,NA
R00001650,양극말,1983-01-14,36,F,서울시 중랑구 묵2동,131-142,010-6581-9343,부동산업및임대업,프리미엄스타,23,347005,1628751,6600000,0,0,n,n,26488732,0,0,n,콜센터,NA
R00001651,공북이,1957-03-26,62,M,서울시 마포구 염리동,121-090,010-1744-1168,과학및기술서비스업,프리미엄스타,12,270994,7954509,6700000,0,0,n,n,440000,0,0,n,영업점,NA
R00001652,이라해,1980-04-05,39,F,서울시 강남구 일원2동,135-232,010-6556-0723,제조업,프리미엄스타,5,418905,52096632,6800000,0,0,n,n,450000,0,0,n,영업점,NA
R00001653,허생결,1977-01-30,42,M,서울시 중구 황학동,100-440,010-8054-9510,원료재생및환경복원업,로얄스타,14,27685113,266591911,6900000,0,0,n,n,460000,0,0,n,영업점,NA
R00001654,노의포,1989-05-15,30,F,서울시 광진구 광장동,143-210,010-4040-6870,보건업및사회복지서비스업,골드스타,4,8352820,15145886,7000000,0,0,n,n,470000,0,0,n,영업점,NA
R00001655,김화복,1984-05-25,35,F,서울시 강남구 수서동,135-220,010-8728-4548,숙박및음식점업,로얄스타,11,18719218,19739959,7100000,0,0,n,n,480000,28,11892000,n,pb센터,NA
R00001656,이산야,1972-05-17,47,F,서울시 서초구 서초1동,137-071,010-2524-7612,금융및보험업,골드스타,17,7545459,772736482,7200000,0,0,y,n,44188821,37,10392000,n,영업점,NA
R00001657,이군욱,1956-03-24,63,F,서울시 송파구 문정2동,138-202,010-8899-8235,제조업,골드스타,4,9263954,18459521,7300000,0,0,n,n,490000,0,0,n,콜센터,NA
R00001658,유무실,1977-04-20,42,F,서울시 관악구 남현동,151-080,010-7993-8697,건설업,프리미엄스타,2,307260,731019840,7400000,0,0,n,n,500000,0,0,n,영업점,NA
R00001659,김비홍,1994-07-20,25,F,서울시 은평구 증산동,122-100,010-4622-1106,건설업,골드스타,19,8917119,54367562,67554752,0,0,n,n,510000,20,3420000,n,영업점,NA
R00001660,김손응,1987-02-23,32,M,서울시 광진구 구의2동,143-202,010-8550-7886,숙박및음식점업,골드스타,18,5236328,70827306,107611960,0,0,n,n,53686291,38,14100000,n,영업점,NA
R00001661,최옥만,1960-05-05,59,M,서울시 강서구 방화3동,157-223,010-7884-0366,교육서비스업,프리미엄스타,10,177319,13818075,7700000,0,0,n,n,520000,0,0,n,콜센터,NA
R00001662,이천득,1962-06-15,57,F,서울시 은평구 응암1동,122-011,010-7111-9406,교육서비스업,로얄스타,15,17923200,399610469,7800000,0,0,n,n,530000,0,0,n,영업점,NA
R00001663,강명부,1974-09-28,45,M,서울시 강남구 역삼1동,135-081,010-9665-5786,금융및보험업,프리미엄스타,15,739822,6085511,7900000,5100000,1275000,n,n,59832560,0,0,n,pb센터,NA
R00001664,이생국,1978-02-25,41,F,서울시 강동구 고덕1동,134-081,010-7628-9157,도매및소매업,프리미엄스타,5,940255,1167096,8000000,0,0,n,n,540000,20,17076000,n,영업점,NA
R00001665,임서사,1976-02-19,43,M,서울시 동대문구 전농1동,130-021,010-7673-4554,수리및기타개인서비스업,프리미엄스타,18,51755,46858110,8100000,0,0,n,n,550000,0,0,n,pb센터,NA
R00001666,한육술,1993-01-08,26,M,서울시 금천구 대림2동,150-072,010-2314-1002,보건업및사회복지서비스업,프리미엄스타,11,838661,23150911,8200000,0,0,n,n,18747308,29,15540000,n,pb센터,NA
R00001667,정진현,1976-10-29,43,F,서울시 동작구 신대방1동,156-011,010-2277-8532,부동산업및임대업,로얄스타,13,15930420,3066177,8300000,0,0,y,n,560000,0,0,n,영업점,NA
R00001668,류강손,1967-06-06,52,F,서울시 금천구 독산4동,153-014,010-7785-1931,숙박및음식점업,MVP스타,11,274325154,6969957,8400000,0,0,n,n,570000,0,0,n,영업점,NA
R00001669,김학나,1974-11-24,45,M,서울시 강서구 화곡4동,157-014,010-9799-4251,수리및기타개인서비스업,골드스타,14,9824311,25996129,78555351,0,0,n,n,10942845,0,0,y,영업점,NA
R00001670,정수트,1947-03-04,72,M,서울시 중랑구 면목5동,131-205,010-3302-6721,사업시설관리및사업지원서비스업,로얄스타,5,15303368,713355088,8600000,0,0,y,n,580000,0,0,n,영업점,NA
R00001671,고기비,1961-12-06,58,M,서울시 서대문구 연희동,120-110,010-8080-2939,건설업,프리미엄스타,5,850224,29347388,58706475,0,0,n,n,590000,17,9228000,n,영업점,NA
R00001672,장북리,1989-12-26,30,F,서울시 강서구 우장산동,157-290,010-1256-0351,사업시설관리및사업지원서비스업,골드스타,18,7957316,162864827,8800000,0,0,n,n,38443133,0,0,n,영업점,NA
R00001673,황춘장,1978-07-04,41,M,서울시 금천구 도림동,150-080,010-1368-4798,금융및보험업,로얄스타,20,14297011,293634443,8900000,0,0,n,n,31299732,0,0,n,영업점,NA
R00001674,성을관,1960-08-26,59,M,서울시 동대문구 이문1동,130-081,010-7532-0270,교육서비스업,골드스타,12,6690356,21363938,9000000,0,0,n,n,600000,16,9468000,n,영업점,NA
R00001675,권풍간,1993-03-25,26,F,서울시 노원구 상계5동,139-205,010-9223-5915,금융및보험업,프리미엄스타,4,979866,21345336,9100000,0,0,n,n,610000,40,4368000,n,영업점,NA
R00001676,홍윤암,1958-05-20,61,F,서울시 송파구 장지동,138-210,010-2946-7402,제조업,골드스타,9,7599268,1113433,9200000,0,0,n,n,620000,0,0,n,영업점,NA
R00001677,오번늠,1957-09-19,62,F,서울시 종로구 숭인1동,110-551,010-6601-7822,부동산업및임대업,골드스타,12,1732523,42989654,9300000,0,0,n,n,630000,0,0,y,영업점,NA
R00001678,신숭율,1965-11-17,54,F,서울시 강동구 강일동,134-100,010-5409-4641,제조업,프리미엄스타,2,514327,19846742,9400000,0,0,n,n,640000,0,0,n,영업점,NA
R00001679,서향린,1963-03-14,56,F,서울시 노원구 중계4동,139-224,010-2312-0881,도매및소매업,프리미엄스타,5,707271,3348979,9500000,0,0,n,n,650000,14,15084000,y,영업점,NA
R00001680,김연상,1953-05-01,66,F,서울시 강서구 방화3동,157-223,010-4271-1523,보건업및사회복지서비스업,프리미엄스타,4,337322,2482993,9600000,0,0,n,n,660000,29,18036000,n,영업점,NA
R00001681,유섭린,1970-08-18,49,M,서울시 마포구 합정동,121-220,010-8606-0899,건설업,MVP스타,20,458269549,16765348,9700000,0,0,n,n,12995035,0,0,n,영업점,NA
R00001682,이죽칠,1965-01-25,54,F,서울시 성북구 종암동,136-090,010-8112-0285,보건업및사회복지서비스업,프리미엄스타,7,986271,40205687,9800000,5500000,0,n,n,670000,0,0,n,영업점,NA
R00001683,오나형,1980-12-23,39,M,서울시 금천구 영등포본동,150-030,010-3645-3644,숙박및음식점업,골드스타,5,3987097,15555707,9900000,0,0,n,n,680000,19,18216000,n,영업점,NA
R00001684,민문애,1973-06-08,46,F,서울시 강북구 번3동,142-063,010-9942-4972,수리및기타개인서비스업,프리미엄스타,16,62630,2573103,100000,0,0,n,n,690000,0,0,y,pb센터,NA
R00001685,박태모,1947-05-16,72,M,서울시 송파구 오금동,138-130,010-9983-1594,교육서비스업,골드스타,15,5092629,64350366,200000,0,0,n,n,118615799,39,12576000,n,영업점,NA
R00001686,정만전,1976-08-14,43,F,서울시 강북구 송중동,142-101,010-2687-4018,제조업,골드스타,8,8046729,354170784,170316753,0,0,n,n,700000,0,0,n,영업점,NA
R00001687,장부철,1990-08-14,29,F,서울시 용산구 한남동,140-210,010-1535-9977,과학및기술서비스업,프리미엄스타,3,187039,56955938,400000,0,0,n,n,710000,36,936000,n,영업점,NA
R00001688,장말묵,1988-01-03,31,F,서울시 광진구 구의2동,143-202,010-8030-8490,보건업및사회복지서비스업,골드스타,15,9698675,8111629,500000,0,0,n,n,720000,28,12468000,n,영업점,NA
R00001689,김열붕,1987-03-17,32,M,서울시 송파구 장지동,138-210,010-9301-8444,금융및보험업,프리미엄스타,11,718027,3234855,600000,0,0,n,n,730000,0,0,n,영업점,NA
R00001690,최황죽,1961-11-30,58,M,서울시 강서구 화곡본동,157-019,010-4620-1278,건설업,로얄스타,2,11191473,2710645,700000,0,0,n,n,740000,13,240000,n,영업점,NA
R00001691,김오아,1971-04-14,48,F,서울시 강남구 삼성2동,135-092,010-8467-7576,도매및소매업,골드스타,20,5051694,115981281,800000,0,0,n,n,750000,29,23088000,n,영업점,NA
R00001692,김청래,1953-06-20,66,M,서울시 서초구 방배3동,137-063,010-9437-7866,금융및보험업,프리미엄스타,15,543443,63775033,900000,0,0,y,n,760000,0,0,n,영업점,NA
R00001693,석선연,1972-04-10,47,M,서울시 용산구 후암동,140-190,010-7543-0017,교육서비스업,골드스타,11,4342210,26923938,1000000,0,0,n,n,770000,15,20676000,n,영업점,NA
R00001694,이서왕,1993-07-09,26,M,서울시 마포구 용강동,121-070,010-9823-0654,도매및소매업,프리미엄스타,9,514421,5540169,1100000,0,0,y,n,780000,33,20988000,n,영업점,NA
R00001695,최장태,1968-05-18,51,M,서울시 중랑구 상봉2동,131-222,010-8702-1306,건설업,프리미엄스타,3,831262,5760320,131232875,0,0,n,n,790000,10,1680000,n,영업점,NA
R00001696,이매길,1989-10-15,30,M,서울시 은평구 대조동,122-030,010-1250-4832,도매및소매업,로얄스타,13,21009416,122424756,1300000,0,0,y,n,800000,0,0,n,영업점,NA
R00001697,김곤응,1966-09-13,53,F,서울시 양천구 목1동,158-051,010-7735-4571,과학및기술서비스업,골드스타,18,1873827,51798498,1400000,0,0,n,n,810000,18,9396000,n,콜센터,NA
R00001698,유철창,1973-12-11,46,F,서울시 서초구 잠원동,137-030,010-5875-2436,방송통신및정보서비스업,프리미엄스타,3,661182,49861350,1500000,0,0,n,n,820000,0,0,n,영업점,NA
R00001699,윤락낭,1972-04-09,47,M,서울시 금천구 독산3동,153-013,010-1946-6892,제조업,로얄스타,3,23549344,1535096,1600000,0,0,n,n,830000,0,0,n,영업점,NA
R00001700,김막요,1984-01-10,35,F,서울시 구로구 개봉3동,152-093,010-5985-3673,제조업,골드스타,17,8953636,19597310,1700000,0,0,y,n,840000,0,0,n,영업점,NA
R00001701,이둘철,1954-06-23,65,M,서울시 양천구 목1동,158-051,010-2836-0472,제조업,프리미엄스타,2,660553,36589880,1800000,0,0,y,n,850000,12,264000,n,영업점,NA
R00001702,신채삼,1982-02-10,37,F,서울시 구로구 개봉2동,152-092,010-3369-7000,제조업,MVP스타,18,117951967,6933532,1900000,0,0,n,n,27164445,19,16380000,n,영업점,NA
R00001703,민을득,1991-03-14,28,M,서울시 구로구 구로1동,152-051,010-2166-3178,교육서비스업,골드스타,4,4693717,29520727,2000000,0,0,n,n,860000,0,0,n,영업점,NA
R00001704,방익식,1992-08-29,27,F,서울시 노원구 월계1동,139-051,010-1402-5677,교육서비스업,프리미엄스타,10,823327,60348403,2100000,4300000,1075000,n,n,870000,0,0,n,콜센터,NA
R00001705,이령익,1981-10-31,38,F,서울시 노원구 월계3동,139-053,010-2099-7197,원료재생및환경복원업,프리미엄스타,7,706101,4850861,2200000,0,0,n,n,15032044,31,8880000,n,pb센터,NA
R00001706,백온마,1959-07-21,60,M,서울시 은평구 역촌동,122-070,010-4747-6130,국방및사회보장행정,프리미엄스타,14,707429,5589791,2300000,0,0,n,n,880000,0,0,n,콜센터,NA
R00001707,이몽진,1953-07-29,66,F,서울시 마포구 공덕동,121-020,010-5361-6900,사업시설관리및사업지원서비스업,프리미엄스타,17,225296,51287875,2400000,0,0,n,n,890000,0,0,n,영업점,NA
R00001708,박학요,1963-08-09,56,F,서울시 동대문구 용신동,130-070,010-8480-6645,도매및소매업,골드스타,7,6033279,34523032,2500000,0,0,n,n,900000,27,5856000,n,pb센터,NA
R00001709,손능법,1959-11-12,60,M,서울시 양천구 신정7동,158-077,010-8589-9792,보건업및사회복지서비스업,골드스타,2,3147584,1281880,2600000,0,0,n,n,910000,0,0,n,pb센터,NA
R00001710,서만랑,1959-01-07,60,M,서울시 광진구 광장동,143-210,010-3958-1894,도매및소매업,로얄스타,4,21930901,20633102,2700000,0,0,n,n,22850280,34,3432000,n,영업점,NA
R00001711,양래철,1979-03-11,40,M,서울시 동작구 사당5동,156-095,010-9292-8523,도매및소매업,프리미엄스타,12,903031,15557716,2800000,0,0,n,n,920000,13,2616000,n,영업점,NA
R00001712,이붕안,1969-10-15,50,F,서울시 동대문구 제기동,130-060,010-8675-0701,제조업,프리미엄스타,9,783785,22175028,2900000,0,0,n,n,930000,14,12084000,n,영업점,NA
R00001713,길낭직,1991-10-07,28,F,서울시 강북구 송천동,142-102,010-3750-0772,보건업및사회복지서비스업,골드스타,18,3191802,36905075,3000000,0,0,y,n,12077077,21,23076000,n,영업점,NA
R00001714,유계월,1985-03-08,34,F,서울시 송파구 잠실3동,138-223,010-3385-1933,도매및소매업,로얄스타,19,22160023,41073378,3100000,0,0,n,n,58810493,0,0,n,영업점,NA
R00001715,신직영,1978-03-15,41,M,서울시 성동구 성수1가2동,133-120,010-6840-6840,숙박및음식점업,프리미엄스타,11,930387,2862408,3200000,0,0,n,n,940000,0,0,n,콜센터,NA
R00001716,박두화,1964-04-18,55,M,서울시 서대문구 홍은2동,120-102,010-2092-3511,사업시설관리및사업지원서비스업,로얄스타,3,15169663,86931709,3300000,0,0,n,n,950000,0,0,n,pb센터,NA
R00001717,최필립,1981-05-16,38,F,서울시 송파구 삼전동,138-180,010-1972-3734,금융및보험업,로얄스타,8,26861533,7988484,3400000,0,0,n,n,18491783,0,0,n,영업점,NA
R00001718,양한청,1995-08-23,24,M,서울시 서대문구 남가좌2동,120-122,010-1758-8184,제조업,프리미엄스타,18,901267,108824861,3500000,0,0,n,n,960000,18,3948000,n,영업점,NA
R00001719,정식현,1982-01-11,37,F,서울시 동작구 신대방2동,156-012,010-8977-9306,국방및사회보장행정,프리미엄스타,5,115610,163185836,3600000,0,0,n,n,970000,0,0,n,pb센터,NA
R00001720,권표윤,1972-11-10,47,F,서울시 동작구 신대방1동,156-011,010-5111-5892,건설업,프리미엄스타,10,267939,164490151,3700000,0,0,y,n,980000,17,4704000,n,영업점,NA
R00001721,강가철,1960-10-08,59,F,서울시 송파구 거여2동,138-112,010-8913-8755,과학및기술서비스업,로얄스타,18,25410775,17560785,3800000,0,0,n,n,990000,0,0,n,영업점,NA
R00001722,김완양,1955-06-15,64,F,서울시 노원구 공릉2동,139-242,010-9373-2630,숙박및음식점업,프리미엄스타,7,540393,188498147,3900000,0,0,n,n,100000,13,17352000,n,영업점,NA
R00001723,이빛회,1995-07-09,24,M,서울시 은평구 불광1동,122-041,010-1720-3346,제조업,골드스타,17,5063201,12455897,4000000,0,0,n,n,34258798,0,0,y,영업점,NA
R00001724,박상상,1969-09-09,50,M,서울시 동작구 상도1동,156-031,010-6702-2954,국방및사회보장행정,프리미엄스타,10,443039,33292798,4100000,0,0,n,n,110000,0,0,n,영업점,NA
